"Result","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","density","viscosity","thermal_expansivity","melt_density","permeability","melt_viscosity","compaction_viscosity","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.001,0,-0.00016567,0,-1.3088e-15,-0.00015779,0,9.4978e+06,5.9071,9.4978e+06,0,0.001,3000,9.99e+19,0,2500,5.0006e-18,100,9.99e+19,1,83.2,0,83.2,0
0.0010001,0,-0.00016567,0,2.0081e-15,-0.00015778,0,9.4738e+06,7.3522,9.4738e+06,0,0.0010001,3000,9.99e+19,0,2500,5.0008e-18,100,9.99e+19,1,84,0,84,0
0.0010001,0,-0.00016567,0,-8.7545e-15,-0.00015778,0,9.4498e+06,9.1297,9.4498e+06,0,0.0010001,3000,9.99e+19,0,2500,5.001e-18,100,9.99e+19,1,84.8,0,84.8,0
0.0010001,0,-0.00016567,0,-1.1329e-15,-0.00015778,0,9.4258e+06,11.313,9.4258e+06,0,0.0010001,3000,9.99e+19,0,2500,5.0012e-18,100,9.99e+19,1,85.6,0,85.6,0
0.0010001,0,-0.00016567,0,-1.4323e-15,-0.00015778,0,9.4018e+06,14.084,9.4018e+06,0,0.0010001,3000,9.99e+19,0,2500,5.0015e-18,100,9.99e+19,1,86.4,0,86.4,0
0.0010001,0,-0.00016567,0,1.1421e-15,-0.00015777,0,9.3778e+06,17.512,9.3778e+06,0,0.0010001,3000,9.99e+19,0,2500,5.0019e-18,100,9.99e+19,1,87.2,0,87.2,0
0.0010002,0,-0.00016567,0,4.1229e-15,-0.00015777,0,9.3538e+06,21.725,9.3538e+06,0,0.0010002,3000,9.99e+19,0,2500,5.0023e-18,100,9.99e+19,1,88,0,88,0
0.0010002,0,-0.00016567,0,-1.6327e-15,-0.00015776,0,9.3297e+06,26.958,9.3298e+06,0,0.0010002,3000,9.99e+19,0,2500,5.0029e-18,100,9.99e+19,1,88.8,0,88.8,0
0.0010002,0,-0.00016567,0,8.1914e-15,-0.00015775,0,9.3057e+06,33.563,9.3058e+06,0,0.0010002,3000,9.99e+19,0,2500,5.0036e-18,100,9.99e+19,1,89.6,0,89.6,0
0.0010003,0,-0.00016567,0,-1.8108e-15,-0.00015774,0,9.2817e+06,41.689,9.2818e+06,0,0.0010003,3000,9.99e+19,0,2500,5.0045e-18,100,9.99e+19,1,90.4,0,90.4,0
0.0010004,0,-0.00016567,0,7.6905e-15,-0.00015773,0,9.2577e+06,51.669,9.2578e+06,0,0.0010004,3000,9.99e+19,0,2500,5.0055e-18,100,9.99e+19,1,91.2,0,91.2,0
0.0010005,0,-0.00016567,0,-2.526e-15,-0.00015772,0,9.2337e+06,64.266,9.2337e+06,0,0.0010005,3000,9.99e+19,0,2500,5.0069e-18,100,9.99e+19,1,92,0,92,0
0.0010006,0,-0.00016567,0,-3.7802e-15,-0.0001577,0,9.2096e+06,79.921,9.2097e+06,0,0.0010006,3000,9.99e+19,0,2500,5.0086e-18,100,9.99e+19,1,92.8,0,92.8,0
